"Ê¡","ÊÐ","ÏØ","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X39","X40","X41","X42","X43","total"
37,3714,371482,496251,1678085,163572,0,404541,12095,44613,217638,17322,210605,56912,0,13731,348683,443304,9591,0,130238,57002,129538,4926,40266,92651,675048,12201,15981,0,0,37426,3026,5315246
37,3715,371502,840828,279725,64793,0,467541,69710,146561,2818,35876,13367,40325,0,20247,566230,23138,0,0,106064,192903,305548,155536,292676,703840,453269,916235,151627,8634,6379,2756,0,5866626
37,3715,371521,1767906,6814,145355,0,60048,132226,0,221982,0,218974,1857,0,0,708899,30294,0,103667,752197,77417,200674,183364,315946,35154,9928,52519,1269254,0,0,0,0,6294475
37,3715,371522,1499468,307946,43580,0,645494,100161,12091,48827,0,39210,96430,0,34518,500371,58570,57502,0,273917,484481,128513,127134,49741,186456,44720,28846,119678,0,0,89007,43751,5020412
37,3715,371523,106357,779303,4105,0,584106,0,0,369353,0,74568,0,0,2784,133994,86907,0,0,10787,28669,46150,10748966,28557,125855,2958,0,29006,4644,0,0,0,13167069
37,3715,371524,79208,6509,30095,0,82626,113338,11000,3135,0,36915,0,0,335887,587808,893807,2212,12300,26772,194505,663082,55548,48017,559715,20719,67816,0,0,0,20728,18141,3869883
37,3715,371525,192962,25121,37354,0,1418493,13746,43100,109862,2700,123468,15532,8950,0,39536,0,0,15677,193072,89159,1483776,66562,0,742414,0,55604,76128,0,0,19720,0,4772936
37,3715,371526,957741,202198,36829,0,665444,18937,4189,456041,1980,1866384,60050,0,0,247620,0,0,25894,13026,127730,22665,0,46561,349603,4163232,126113,196244,0,52185,0,0,9640666
37,3715,371581,449261,258594,451069,0,2415441,2733,22252,77006,6258,1516379,27886,0,0,194632,50806,0,18400,5609,1993,68123,1339733,0,1269297,256802,747240,150917,0,47902,209828,0,9588161
37,3716,371600,0,0,0,0,5844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5844
37,3716,371602,1156563,304644,541974,0,2231437,736826,0,0,7298,69792,54381,15507,1588865,1911470,101461,3906,9799,74939,434821,0,0,140991,112163,43636,347879,6147,0,4729,55546,0,9954774
37,3716,371621,422945,85064,6151,0,1177383,45225,0,67887,0,41692,0,0,0,50694,27329,0,14478,43890,24359,0,6059,79916,9748,4947,62921,7610,0,0,39066,0,2217364
37,3716,371622,327874,18091,0,0,204731,22863,66766,21456,101725,0,6465,0,326384,186123,12991,0,0,37367,30952,0,7869,288584,29791,0,14817,11445,108461,19062,316214,7154,2167185
37,3716,371623,205958,429862,22174,0,513525,0,519865,2080,1695,0,735,0,205000,4284306,363549,2716,0,19328,49492,7885,0,23461,68372,0,82541,19797,17795,0,11194,0,6851330
37,3716,371624,241438,515966,16649,0,427951,0,340896,0,28377,169055,0,93085,46921,638701,42161,0,0,43922,158667,0,0,47925,0,0,5073,0,0,0,0,0,2816787
37,3716,371625,2326263,68528,49539,0,294804,2440,41975,10521,10160,100560,4711,0,1328015,489468,0,0,0,16068,39057,16465,229094,1247635,200015,1717,5106,58417,0,0,53779,0,6594337
37,3716,371626,3365245,179438,890,0,21299275,6703,0,0,12616,52906,10021,0,503318,176815,125686,0,0,26779,48112,711289,1021313,149082,527349,519286,9330,2164861,3532,0,20016,0,30933862
37,3717,371702,727379,163882,238510,0,442145,147702,163363,335349,99522,47003,32358,11474,0,452277,850268,13781,21660,50194,270534,6785,208330,46342,114605,34684,20394,50065,35725,21664,25283,0,4631278
37,3717,371721,103387,398116,0,0,520086,32608,182311,357198,75345,6445,6745,0,0,391274,76955,0,51518,0,13233,0,260807,13841,0,0,6647,72472,0,0,890452,0,3459440
37,3717,371722,176392,84815,103384,0,339198,98416,70683,242446,24853,170983,0,69144,0,372433,95552,0,0,80506,193653,0,13349,79620,83481,46913,0,153021,0,0,12128,0,2510970
37,3717,371723,457061,5248,6679,0,303998,40163,0,222808,54456,20148,2203,2698,0,121672,47573,0,0,29288,0,0,0,12727,5441,6477,15187,702358,0,0,0,0,2056185
37,3717,371724,701907,79313,39540,0,611788,83203,6107,97752,21623,24158,23363,0,0,120693,42426,0,7921,22666,185943,0,0,54163,16447,94771,84070,51157,13457,0,7353,0,2389821
37,3717,371725,159494,25835,8594,0,1651964,0,0,399099,0,0,47696,0,0,36347,44428,17785,0,19919,139969,0,0,71421,214748,30390,23882,43762,0,0,0,0,2935333
37,3717,371726,75793,7577,13801,0,278744,23486,58903,113315,24358,9515,0,0,0,162304,25529,0,0,27955,2836,0,0,0,20732,0,0,0,0,9707,420368,0,1274923
37,3717,371727,491282,73181,4023,0,274299,34959,36820,112931,14911,73339,1303,0,0,122356,12265,0,0,6355,19198,0,33103,6857,0,15211,0,1670,0,0,38199,5226,1377488
37,3717,371728,210578,56207,0,0,84931,2827,731,41602,3121,23171,0,0,2685937,580338,327907,0,0,3288,11718,16213,0,0,0,1454,1219,5356,0,0,0,0,4056598
41,4101,410102,0,0,0,0,0,0,6372,5804,0,0,0,0,0,0,0,0,0,0,13496,0,0,2422,0,0,0,0,0,0,0,0,28094
41,4101,410181,0,295212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,61396,0,681618,0,81995,99143,66344,0,0,0,0,0,1294708
41,4101,410183,0,1816,0,0,0,125909,0,0,0,69602,0,0,0,0,0,0,0,0,227908,0,0,0,0,0,0,0,0,0,0,0,425235
41,4101,410185,0,0,0,0,0,0,0,10153,0,0,0,0,0,0,0,0,0,0,208600,28637,0,0,0,0,0,0,0,0,0,0,247390
41,4102,410201,20902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20902
41,4104,410402,0,0,0,0,0,20704,0,0,0,0,0,0,61500,0,0,0,0,0,33741,0,0,17124,22724,3653,0,4640,0,0,0,0,164086
41,4104,410404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21971,0,0,0,0,0,0,0,0,0,0,0,21971
41,4104,410423,0,0,0,0,0,0,0,3626,0,0,0,0,0,2944,17874,0,0,0,4121,56562,0,4096,0,0,0,0,0,0,4048,0,93271
41,4107,410725,3285,5924,0,0,11016,0,0,0,0,0,0,0,0,0,3888,0,0,0,13329,0,0,0,0,0,14682,0,0,0,0,0,52124
41,4107,410782,63507,24728,0,0,207755,0,0,0,0,15133,0,0,0,86729,0,0,0,0,272155,0,67826,0,17833,0,0,0,0,31591,0,0,787257
41,4108,410802,0,0,0,0,0,0,0,0,0,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918
41,4108,410811,0,0,0,0,2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514
41,4108,410883,0,41676,30423,0,10205,0,0,0,0,0,0,0,0,47170,0,0,0,0,0,0,0,0,0,0,19720,0,0,0,0,0,149194
41,4110,411002,0,0,0,0,0,0,0,0,0,10489,12717,0,0,0,0,0,0,0,836,0,0,26388,12025,29092,0,38474,0,0,9152,0,139173
41,4110,411023,38038,0,0,0,28713,109016,0,0,0,17940,0,0,0,31991,0,0,0,0,5274,0,5308,0,0,0,0,0,0,0,68305,0,304585
41,4110,411024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7849,34740,0,0,0,0,0,42589
41,4110,411025,0,0,0,0,25180,0,0,0,0,0,0,0,0,0,0,0,0,13800,30179,0,0,0,0,0,0,0,0,0,0,0,69159
41,4110,411081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127932,0,0,0,0,0,0,0,0,0,22733,0,150665
41,4110,411082,9845,31839,0,0,7932,0,0,0,0,0,0,0,0,0,0,0,0,0,7417,0,1501110,0,0,39307,0,0,0,0,0,2640,1600090
41,4113,411330,0,0,0,0,0,0,0,0,0,0,0,0,0,224752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224752
41,4113,411381,0,0,0,0,132636,0,0,0,0,62478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195114
41,4114,411481,29288,0,0,0,0,0,6879,0,0,0,0,0,0,0,0,0,0,0,16984,0,27087,0,0,0,20542,0,0,0,0,0,100780
41,4115,411525,8495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,0,0,0,0,0,2925,0,0,0,0,0,0,13472
42,4201,420102,47192,64029,0,0,13322,79277,0,0,0,24031,71,0,110860,30305,22413,0,69726,0,58192,0,0,123823,188990,21719,199910,49963,41589,70329,541149,0,1756890
42,4201,420103,0,0,0,0,158656,609871,8944,0,0,45571,40009,0,0,33983,44273,0,29635,39568,6047,151506,111232,0,20664,141827,408226,2048,12490,21250,0,0,1885800
42,4201,420104,0,13816,7203,0,128984,85388,0,23503,5981,114099,81710,0,0,448976,38280,0,8863,6681,8394,0,2292,88552,70521,62406,176832,123056,27888,6252,86762,0,1616439
42,4201,420105,11988,176888,1228702,13818059,155001,52111,624,0,10698,42556,78271,0,0,11592,120522,0,0,237340,129007,6294,0,248305,250087,25882,201543,72530,0,0,2931,0,16880931
42,4201,420106,0,0,0,0,124404,42,0,0,0,0,275859,0,64502,48876,22478,0,0,0,137456,0,0,47107,714886,78482,1167605,44170,101306,21237,0,0,2848410
42,4201,420107,21342,0,0,0,0,7100,0,0,0,0,7896,0,534617,84225,0,0,2192,48476,280747,16175076,57220,374536,949962,48753,1613737,31016,0,61809,6410,206191,20511305
42,4201,420111,192199,31901,0,0,24301,0,0,18225,150193,7654,0,0,107982,261127,332839,0,0,27242,579393,79997,5634,412995,310220,113400,225267,596539,240237,231753,0,0,3949098
42,4201,420112,1528609,342234,786188,0,17086,4292,0,11798,49267,33938,213798,0,25563,147272,149116,0,0,252627,388789,55703,1567,8637,129395,1536,289161,278276,9961,7609,0,0,4732422
42,4201,420113,62598,44638,72795,0,62779,39735,0,4320,0,74189,2318,0,0,23298,26831,0,0,72391,68061,0,0,67383,76648,25337,13260,150872,0,0,0,0,887453
42,4201,420114,228691,254167,451238,22482,84659,69207,8734,5977,0,569736,141814,4878,2487,408693,66782,0,0,145764,159487,0,8284,93756,481188,64842,13799396,2278089,8251881,14738,0,0,27616970
42,4201,420115,129585,31023,0,0,10703,1853,0,15163,37056,84818,51424,1577,0,95814,21715,0,35578,187416,292100,476692,31818,126077,276731,84687,194555,140124,133038,0,0,0,2459547
42,4201,420116,298691,83145,2860,0,10213,97890,77628,0,0,60069,4018,10868,0,55499,38656,0,7288,54893,139787,273486,85134,226437,40885,114218,141126,148618,0,120985,0,0,2092394
42,4201,420117,128659,20972,0,0,211971,57319,3289,5262,0,57806,0,0,0,73440,21473,0,3314,10710,62600,0,0,172630,40529,175272,38233,18710,0,0,2186,0,1104375
42,4201,420118,0,10471,0,0,0,18092,0,0,0,0,0,0,0,52316,0,0,0,3477,0,0,0,31117,63697,0,253123,190959,0,0,0,0,623252
42,4202,420202,68695,670,3578,0,87606,48050,0,0,0,0,6333,0,0,4845,115652,0,34252,52200,1405724,1757,0,0,95846,30661,5245,18989,0,4593,0,0,1984696
42,4202,420203,0,41512,0,0,63647,44700,0,0,0,3725,0,0,0,72932,43546,0,0,0,581087,3311452,0,0,163472,16446,8920,0,0,7008,0,0,4358447
42,4202,420204,5653,0,36902,0,0,78375,0,0,0,1275,4845,0,0,107307,15000,0,0,7670,43335,113941,6154353,434144,94948,98950,54820,91522,11888,5509,0,3888,7364325
42,4202,420205,0,0,0,0,0,10962,0,10151,9445,0,0,0,0,28011,0,0,5989,12475,102270,134331,164714,11364,408775,20993,0,83138,0,0,0,0,1002618
42,4202,420222,6451,0,0,0,42940,0,0,1820,0,0,0,0,0,96187,0,0,0,6922,49634,4778,645314,0,9282,0,25987,0,0,0,0,0,889315
42,4202,420281,13660,39907,713659,0,56201,1144,2939,0,0,24908,0,10673,0,24566,3384,0,0,1380,509761,982451,532186,20021,35484,3374,89306,7510,0,0,0,0,3072514
42,4203,420302,17654,0,0,0,0,0,0,0,0,0,2964,0,133951,19036,44444,0,38252,42333,0,0,0,0,3419,84744,1930432,24597,16497,0,0,0,2358323
42,4203,420303,0,3999,0,0,64284,0,19478,0,0,0,0,0,0,11247,0,0,95069,0,8859,24243,119561,18181,19767,40249,11064575,14563,0,0,0,0,11504075
42,4203,420321,0,0,0,0,0,0,0,0,0,0,0,0,0,72142,5043,0,0,0,49125,13266,0,5177,6687,5514,119366,0,0,0,0,0,276320
42,4203,420322,5498,0,0,0,0,0,0,0,0,0,0,0,0,5932,15516,0,0,0,4800,2199,5924,0,0,0,35407,0,0,0,0,0,75276
42,4203,420323,2190,0,12370,0,0,0,0,0,0,0,0,2195,0,70356,10871,0,0,6542,32804,0,28616,0,0,0,10448,0,0,0,10767,0,187159
42,4203,420324,34997,0,11911,0,0,0,0,0,0,0,0,0,0,2375,72064,0,0,0,16331,0,0,0,0,0,8857,0,0,0,0,0,146535
42,4203,420325,17931,0,5846,0,10332,0,0,0,0,0,0,0,0,15550,33019,0,0,0,10523,0,0,0,0,0,35893,0,0,0,0,0,129094
42,4203,420381,1486,0,138810,0,15546,22999,0,0,0,2434,0,0,0,194213,8830,0,0,3151,31890,35478,461394,0,93572,0,283329,0,0,0,0,0,1293132
42,4205,420502,0,9899,0,34260,34134,20841,0,0,0,0,147642,20093,0,43973,183225,0,108219,28112,8598,0,0,183247,407015,11445,152784,26408,7711,2736,0,0,1430342
42,4205,420503,0,282863,0,0,159327,11316,0,0,0,0,8138,0,31868,55711,4720,13805,149294,826,26474,0,0,16277,104253,41081,0,0,104038,0,0,0,1009991
42,4205,420504,0,0,0,0,0,0,0,0,0,0,0,0,0,78868,65249,0,0,43479,0,0,976439,3235,105606,3549,0,78029,6459,0,0,0,1360913
42,4205,420505,15852,0,0,0,1189,29168,0,0,0,62570,0,0,0,2366176,0,0,0,0,4861,7261,0,0,38969,0,0,0,6544,0,0,0,2532590
42,4205,420506,57472,212675,837156,0,22819,8283,0,0,8000,44376,3580,0,0,95093,37423,0,0,25136,172412,0,57361,9462,32934,0,74940,103383,0,79000,0,0,1881505
42,4205,420525,22003,0,0,0,252,0,0,19507,3500,0,0,0,0,22250,0,0,0,0,19856,4080,0,0,0,0,1035634,0,0,0,0,0,1127082
42,4205,420526,267568,0,0,0,0,0,0,0,0,0,0,0,0,490694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5145,763407
42,4205,420527,28913,43750,40767,0,22726,26396,14360,0,0,15627,0,0,0,0,9760,0,0,1670,55901,0,11594,16363,0,0,0,32454,113250,0,0,0,433531
42,4205,420528,10123,0,448,0,0,0,0,0,0,13125,0,0,0,31268,0,0,0,0,13745,113023,0,0,0,5002,0,0,0,0,0,0,186734
42,4205,420529,14347,0,272800,0,0,0,0,16673,0,0,0,0,0,10289,0,0,0,0,0,3481,0,0,0,0,0,0,0,0,0,0,317590
42,4205,420581,37971,92302,19759,0,63265,1931,0,0,0,6176,2567,0,0,1559192,463648,0,0,17226,252278,0,134033,129501,202550,7340,32301,4843,7701,0,0,6183,3040767
42,4205,420582,560737,175909,130987,12950,71587,5514,0,5501,0,34270,50182,0,0,466879,0,9379,2928,73432,552326,0,0,8464,0,10848,33243,4565,0,0,0,0,2209701
42,4205,420583,242696,55312,917916,0,379097,26716,0,9211,14314,20416,7134,0,0,595750,134170,10495,0,65510,93118,49165,3434,11147,36986,83959,0,99497,0,0,0,0,2856043
42,4206,420602,0,17793,0,0,89572,0,0,0,0,0,0,0,0,10800,13198,0,0,14706,23714,0,0,3541,92010,7478,37876,0,0,0,0,0,310688
42,4206,420606,96410,51199,0,26211,169182,54002,0,8341,2464,57505,16526,0,6270,154812,0,320582,0,20571,139712,0,0,43929,1636396,46406,10260821,408859,121642,84022,0,0,13725862
42,4206,420607,835277,5743,1229,0,460052,101519,0,17848,0,0,0,0,0,105936,0,0,0,0,0,104050,0,0,15170,4200,290366,47106,0,0,7626,0,1996122
42,4206,420624,57980,0,11931,0,103106,2635,0,2101,0,22636,0,0,0,51383,0,0,0,0,162965,0,0,0,1632,0,9890,0,0,0,0,0,426259
42,4206,420625,13053,0,21558,0,110084,1895,0,0,0,21047,1547,0,0,31570,2800,0,0,36596,23234,0,135195,51356,5051,0,516488,292002,0,0,0,0,1263476
42,4206,420626,0,0,3842,0,0,0,0,0,0,0,0,0,0,76693,9321,0,0,0,9398,0,0,0,0,0,0,0,0,0,0,0,99254
42,4206,420682,86865,9886,12137,0,164141,7640,0,0,0,3790,0,0,6863,127302,0,0,0,4711,84007,0,32094,0,0,137745,182764,13566,10817,0,0,0,884328
42,4206,420683,138556,19649,10692,0,217246,11521,0,2309,0,7321,0,0,0,208727,0,0,0,7543,146733,36891,0,2666,0,24609,104248,628,0,0,51286,0,990625
42,4206,420684,236068,17337,56512,0,118133,0,0,12358,0,4227,0,0,0,112595,0,80035,0,11153,36534,0,0,4743,0,0,0,0,0,0,0,0,689695
42,4207,420702,4055,0,0,0,0,58701,0,0,0,0,0,0,0,0,4201,0,0,0,18338,0,0,0,0,0,0,0,0,0,0,0,85295
42,4207,420703,2110,0,121087,0,71739,177427,0,0,0,7644,0,0,0,1015675,666949,0,0,128638,185514,226444,0,561361,278193,233293,14368,64322,77678,3052,0,0,3835494
42,4207,420704,97354,2720,11809,0,42072,286158,0,0,0,14512,0,0,12372,35687,0,0,47691,185627,354515,1975922,20073,194559,487441,92626,117197,5040,0,0,0,23953,4007328
42,4208,420802,77229,0,181017,0,57270,447,0,353732,1500,0,0,0,0,980935,0,0,0,77890,661762,1295,2592,5329,3699,0,91044,6423,20375,0,0,0,2522539
42,4208,420804,56093,722,0,0,94490,0,0,10894,29477,0,4208,0,999148,98994,201349,2744,0,109907,68420,0,0,36283,49446,0,24744,0,23231,0,0,0,1810150
42,4208,420821,882738,14415,34001,0,120698,36770,0,9343,0,4278,12255,0,0,122092,54803,3620,2370,22095,240312,63752,21788,7780,802784,6059,0,6318,1700,0,0,0,2469971
42,4208,420822,321369,19113,0,0,85690,20536,0,31633,0,14601,0,0,0,60570,0,0,0,13417,183592,0,86190,0,21264,0,0,5859,0,20161,0,0,883995
42,4208,420881,516347,261624,8423,0,218567,27511,0,38956,880,12769,7857,0,0,629107,0,121466,0,74444,123233,28650,0,102882,37098,0,46715,114678,4209,0,25530,0,2400946
42,4209,420902,21179,21405,45702,0,245695,5929,0,0,84265,277737,61815,0,0,10804,13954,0,5154,12080,21757,28722,44557,18569,5572,24231,232418,106968,86419,9496,532546,0,1916974
42,4209,420921,64796,0,13937,0,8491,0,5047,0,0,14297,0,0,0,20363,4335,0,0,0,68231,0,46097,7524,0,2205,21443,9476,13494,0,0,0,299736
42,4209,420922,19751,0,24119,0,45550,1733,0,1490,0,0,28422,0,0,252615,18815,0,0,3735,100706,9246,0,0,17774,2976,0,0,0,0,0,0,526932
42,4209,420923,148727,313532,14282,0,61046,17991,0,24817,0,135767,30845,0,0,137986,0,0,4914,454827,33792,103432,32477,168889,37335,14541,29125,2856,0,0,17235,0,1784416
42,4209,420981,124420,189260,12621,0,70085,27628,0,0,0,0,0,1902,111162,1347484,0,0,69843,48453,132904,0,0,4407,33364,5348,34688,62021,0,0,2291,0,2277881
42,4209,420982,218348,13206,15937,0,133707,6166,525,0,0,2185,7152,0,5850,41254,96684,0,0,0,89673,0,93233,115026,26427,85738,0,0,0,0,3377,0,954488
42,4209,420984,238697,323149,0,0,1123621,279757,21571,29250,16315,99148,39533,131869,0,57494,15955,0,36411,276749,169665,36877,0,889561,18472,0,8090,179480,0,0,34123,0,4025787
42,4210,421001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6551,0,72594,0,0,0,0,0,79145
42,4210,421002,173875,17740,0,0,425188,7878,0,46649,0,14294,12390,0,0,815744,43525,0,2815,53421,223748,362715,30078,111480,281305,152743,904506,437538,82242,18715,2971,0,4221560
42,4210,421003,71877,7383,2067,0,215432,7667,0,0,9660,279727,478,3522,0,24962,2194,0,0,13148,20272,34289,25648,23245,61395,292540,20723,0,0,5918,0,0,1122147
42,4210,421022,243108,0,12510,0,99164,3753,0,11216,0,39142,0,0,0,45658,154747,0,25971,352715,29917,0,1556,0,6241,1782,312300,1933,5340,0,0,0,1347053
42,4210,421023,953983,4625,6737,0,105936,3201,6155,68072,0,60985,2644,0,0,31016,26563,0,1907,35966,14535,0,0,2500,0,2305,21185,9302,0,0,0,0,1357617
42,4210,421024,61234,7451,0,0,34954,1082,0,0,0,9850,0,0,0,24711,0,0,0,4212,10357,5365,59013,3877,12458,3962,8368,0,0,0,0,0,246894
42,4210,421081,64622,886,6314,0,31827,0,0,173132,1270,0,0,0,0,1225495,0,0,0,3836,34634,1722,11918,421,16026,11168,38601,7903,0,2109,5946,0,1637830
42,4210,421083,259729,2000,512,0,213486,16141,0,6060,950,3292,0,0,0,30222,11745,0,6838,4270,17143,0,0,295039,0,0,25838,28718,3902,0,0,0,925885
42,4210,421087,191394,0,372189,0,102278,0,9104,6095,0,35175,7992,0,0,19748,1997,0,3568,4522,90352,0,0,18084,9449,99118,0,6579,0,0,0,0,977644
42,4211,421101,0,0,398582,0,7206,45654,0,19851,0,0,8804,0,0,65564,0,0,0,101793,41002,0,23016,26657,56930,7944,157609,34052,6567,0,0,0,1001231
42,4211,421102,10475,4017,21766,0,172647,30950,0,1671,0,3615,33749,0,32960,3250,54150,0,0,1870,26895,0,3120,0,8923,0,0,8320,0,0,3899,18821,441098
42,4211,421121,63775,0,0,0,105752,7627,0,1407,1773,1904,0,0,0,33167,17761,0,0,0,14684,8671,0,52520,0,0,0,1294,10000,0,0,0,320335
42,4211,421122,14761,6260,491211,0,7405,1612,0,0,0,694,37253,0,0,16668,1731,0,0,0,26610,9545,0,0,11479,33846,6674,6367,0,0,0,0,672116
42,4211,421123,38748,41179,8751,0,103043,9937,0,1903,0,0,0,0,0,9256,70382,0,0,0,36920,0,0,2916,5741,0,10100,2134,0,0,0,0,341010
42,4211,421124,6420,2156,29792,0,60754,2861,0,2275,4247,0,0,0,0,21291,32888,0,0,0,89477,0,0,42565,20264,0,49751,6553,0,0,0,0,371294
42,4211,421125,113284,8184,1819,0,32440,7606,0,0,0,7511,0,0,0,286730,50397,0,0,1760,57542,19796,11141,9497,29073,32967,68219,20187,530,0,2455,0,761138
42,4211,421126,5206,0,0,0,89680,151952,2340,82023,0,15595,8310,0,0,73627,177254,0,5523,42612,199291,0,10533,18221,8926,9411,0,4331,0,0,0,0,904835
42,4211,421127,120548,0,0,0,204815,3701,0,11655,0,0,0,0,0,43888,45351,0,0,54509,54430,181549,0,0,13035,0,0,0,5150,0,0,0,738631
42,4211,421181,66088,37106,12207,0,198348,15904,16753,14017,0,0,0,0,0,64922,14932,0,0,1875,194406,60114,0,18665,52703,4808,289742,9008,0,0,2789,107563,1181950
42,4211,421182,104338,7209,12656,0,85904,1708,4457,0,0,8117,510,0,0,402613,612246,0,0,52535,237655,10557,0,36103,42032,9693,30026,0,14059,5108,0,0,1677526
42,4212,421201,0,0,508845,0,37210,1473,0,0,0,38663,5855,0,0,744,43722,6449,22500,3703,0,0,0,16833,0,6599,7625,164431,0,0,0,0,864652
42,4212,421202,55538,6824,5340,0,486124,103604,26590,185183,0,24966,89440,41303,0,104516,47125,0,64161,17349,121465,103973,0,27588,62583,56102,126096,97822,7057,0,9850,0,1870599
42,4212,421221,37153,17697,43196,0,320053,73150,18560,118192,47314,0,3910,5140,0,80427,0,0,32028,2996,59769,298021,0,180736,0,10667,3120,33867,0,0,0,0,1385996
42,4212,421222,338,0,14711,0,5694,6578,0,17246,1426,13798,0,0,0,4632,49904,0,0,0,472995,6080,0,6255,4045,310,0,34927,2033,0,19164,0,660136
42,4212,421223,6686,22520,1610,0,22809,2793,0,8325,2240,11835,6437,0,0,5336,85633,0,0,18648,29864,0,73177,0,26422,0,0,0,0,0,4693,0,329028
42,4212,421224,0,1114,7887,0,0,5086,0,10167,0,6369,132,0,0,3627,0,0,0,0,121937,256956,19060,0,0,0,0,0,0,0,30154,0,462489
42,4212,421281,53792,22826,95928,0,416257,98981,1500,81998,23406,139455,0,0,0,60358,23404,65861,28130,35644,299785,123333,0,44149,165022,0,94553,39730,28297,0,13694,0,1956103
42,4213,421302,731753,102377,13150,0,374682,148943,99841,48222,17593,49843,18498,0,0,225130,52200,0,0,104954,132419,0,0,10180,193123,0,835504,0,0,0,5010,0,3163422
42,4213,421381,330812,104712,18476,0,50872,94997,10655,17755,51223,94622,81170,0,0,172102,97795,0,29839,49905,163095,250898,10406,0,289213,12000,1870,35326,19015,2644,33080,0,2022482
42,4228,422801,66860,0,56148,70799,38017,0,15928,2480,9819,13858,4912,0,0,40235,27779,0,0,5015,157868,8997,0,11688,7449,4890,11720,0,0,0,0,0,554462
42,4228,422802,19102,0,23922,270456,0,0,11317,15438,0,0,1998,0,0,9610,15143,0,0,0,16597,0,0,0,0,0,0,0,0,0,2270,0,385853
42,4228,422822,79524,4493,13813,0,0,0,0,959,0,2066,0,0,0,0,13324,0,0,2297,58130,0,0,0,0,0,0,0,0,0,0,0,174606
42,4228,422823,52533,4988,14006,0,0,0,0,0,0,0,0,0,0,0,1091,0,0,0,28383,2377,0,0,0,0,0,0,0,0,0,0,103378
42,4228,422825,37014,1652,18759,0,5448,0,0,0,0,0,0,0,0,1684,1509,0,0,0,22226,0,0,0,0,0,0,0,0,0,0,0,88292
42,4228,422826,24941,0,8224,0,4372,0,0,1084,0,572,0,0,0,11333,0,0,0,0,18672,0,0,0,0,0,0,0,0,0,0,0,69198
42,4228,422827,44803,0,0,0,0,0,0,16199,0,619,1909,0,4369,0,11349,0,0,0,27512,0,0,0,0,0,5726,0,0,0,0,0,112486
42,4228,422828,81226,0,80631,0,0,0,0,6060,0,0,0,0,0,24306,82012,0,0,0,13659,7307,0,0,0,0,0,0,0,0,0,0,295201
42,4228,422861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6594,0,0,0,0,0,0,0,0,6594
42,4290,429004,726453,305018,110872,0,1643779,620596,44239,58132,0,98518,36076,0,0,1045563,365594,0,57898,140326,117825,1764,0,78638,230274,92876,90404,27219,13256,0,14684,12026,5932030
42,4290,429005,706054,56724,0,0,651738,588739,16748,35027,14483,139652,0,4440,11650,345446,207911,892,9546,24136,271582,0,885531,290655,1490,145631,9367,0,0,0,0,0,4417442
42,4290,429006,486830,224706,47764,0,415342,420821,0,41779,7138,44045,13021,0,0,403074,370782,0,0,207925,366363,17054,2495,58315,390108,272181,241741,50481,30063,9576,0,0,4121604
42,4290,429021,0,0,1357,0,0,0,0,0,0,0,0,0,0,12863,0,0,0,0,1086,0,0,0,1543,0,0,0,0,0,0,0,16849
43,4301,430102,205160,53479,70872,29694345,10565,148690,53484,7200,0,50752,50852,35082,22028,125890,126345,0,23692,11580,214189,0,1140926,14628,29435,14981,37723,38651,315067,24526,6080,0,32526222
43,4301,430103,14668,39737,0,0,0,1872,0,0,9884,0,26937,30883,0,52668,7862,0,0,27214,130883,0,4178,210182,330668,95451,8956,338246,6226,35049,0,0,1371564
43,4301,430104,4255,15728,0,0,16488,24311,0,0,22827,10014,30454,0,0,101391,94219,846,37768,232927,455306,0,116671,10245,191347,3910224,76154,205672,67691,527436,0,0,6151974
43,4301,430105,47661,238168,46631,0,214740,13349,0,41149,0,5962,26886,0,8945,394373,278034,0,0,0,95509,0,0,12172,85021,67516,127232,195926,0,14361,21207,26656,1961498
43,4301,430111,139308,65090,63413,0,46029,115235,0,0,3859,69213,52895,0,0,268702,273644,0,0,27010,68081,37982,145566,117233,404547,371442,97696,387107,196199,6034,0,0,2956285
